3834 ,  835||   0 ,    0||   0 ,    0||  36 ,   10||   0 ,    0||   0 ,    0||
3518 ,  757||   0 ,    0||   0 ,    0|| 274 ,  134||   0 ,    0||   0 ,    0||
3276 ,  709|| 280 ,   60||   0 ,    0|| 176 ,  147||   0 ,    0||   0 ,    0||
3092 ,  679|| 478 ,  108||   0 ,    0|| 112 ,  141||   0 ,    0||   0 ,    0||
2950 ,  660|| 611 ,  154||   0 ,    0||  72 ,  126||   0 ,    0||   0 ,    0||
2840 ,  648|| 693 ,  200||   0 ,    0||  46 ,  108||   0 ,    0||   0 ,    0||
2750 ,  642|| 702 ,  236||  38 ,    8||  29 ,   90||   0 ,    0||   0 ,    0||
2673 ,  642|| 695 ,  272||  68 ,   15||  19 ,   74||   0 ,    0||   0 ,    0||
2606 ,  646|| 678 ,  306||  89 ,   21||  12 ,   60||   0 ,    0||   0 ,    0||
2698 ,  711|| 536 ,  279||  82 ,   21||   7 ,   42||   0 ,    0||   0 ,    0||
2739 ,  759|| 346 ,  216|| 186 ,   55||   4 ,   29||   0 ,    0||   0 ,    0||
2751 ,  791|| 227 ,  161|| 251 ,   90||   2 ,   20||   0 ,    0||   0 ,    0||
2744 ,  812|| 151 ,  116|| 283 ,  129||   1 ,   14||   0 ,    0||   0 ,    0||
2849 ,  877||  87 ,   70|| 197 ,  117||   1 ,    8||   0 ,    0||   0 ,    0||
2891 ,  915||  51 ,   41|| 152 ,  108||   0 ,    5||   0 ,    0||   0 ,    0||
2899 ,  936||  30 ,   24|| 131 ,   98||   0 ,    3||   0 ,    0||   0 ,    0||
2889 ,  945||  18 ,   14|| 121 ,   90||   0 ,    2||   0 ,    0||   0 ,    0||
2983 , 1016||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  24 ,   14||
2959 ,  997||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  24 ,   16||
2936 ,  980||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  24 ,   15||
2913 ,  963||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  23 ,   15||
2891 ,  947||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  23 ,   15||
2869 ,  931||   0 ,    0||   0 ,    0||  28 ,   10||   0 ,    0||   0 ,    0||
2852 ,  910||   0 ,    0||   0 ,    0||  28 ,   10||   0 ,    0||   0 ,    0||
2836 ,  890||   0 ,    0||   0 ,    0||  27 ,   10||   0 ,    0||   0 ,    0||
2601 ,  801||   0 ,    0||   0 ,    0|| 200 ,  124||   0 ,    0||   0 ,    0||
2421 ,  743|| 207 ,   63||   0 ,    0|| 128 ,  128||   0 ,    0||   0 ,    0||
2284 ,  703|| 353 ,  111||   0 ,    0||  82 ,  118||   0 ,    0||   0 ,    0||
2179 ,  675|| 451 ,  154||   0 ,    0||  53 ,  104||   0 ,    0||   0 ,    0||
2097 ,  654|| 512 ,  194||   0 ,    0||  34 ,   88||   0 ,    0||   0 ,    0||
2030 ,  640|| 518 ,  220||  29 ,    8||  22 ,   73||   0 ,    0||   0 ,    0||
1974 ,  630|| 515 ,  244||  51 ,   15||  14 ,   60||   0 ,    0||   0 ,    0||
1925 ,  625|| 505 ,  266||  67 ,   21||   9 ,   48||   0 ,    0||   0 ,    0||
1995 ,  674|| 402 ,  235||  62 ,   20||   5 ,   34||   0 ,    0||   0 ,    0||
2028 ,  706|| 263 ,  176|| 138 ,   51||   3 ,   23||   0 ,    0||   0 ,    0||
2039 ,  725|| 174 ,  128|| 187 ,   79||   2 ,   16||   0 ,    0||   0 ,    0||
2037 ,  734|| 117 ,   91|| 213 ,  108||   1 ,   11||   0 ,    0||   0 ,    0||
2119 ,  781||  68 ,   54|| 151 ,   94||   1 ,    6||   0 ,    0||   0 ,    0||
2155 ,  804||  40 ,   32|| 118 ,   84||   0 ,    4||   0 ,    0||   0 ,    0||
2165 ,  812||  24 ,   19|| 103 ,   75||   0 ,    2||   0 ,    0||   0 ,    0||
2162 ,  811||  14 ,   11||  96 ,   68||   0 ,    1||   0 ,    0||   0 ,    0||
2240 ,  859||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  18 ,   11||
2224 ,  838||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  18 ,   13||
2209 ,  820||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  18 ,   12||
2194 ,  802||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  18 ,   12||
2179 ,  784||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  18 ,   12||
2165 ,  767||   0 ,    0||   0 ,    0||  21 ,    8||   0 ,    0||   0 ,    0||
2155 ,  747||   0 ,    0||   0 ,    0||  21 ,    8||   0 ,    0||   0 ,    0||
2144 ,  727||   0 ,    0||   0 ,    0||  21 ,    8||   0 ,    0||   0 ,    0||
1969 ,  652||   0 ,    0||   0 ,    0|| 159 ,   92||   0 ,    0||   0 ,    0||
1836 ,  601|| 157 ,   51||   0 ,    0|| 101 ,   96||   0 ,    0||   0 ,    0||
1734 ,  565|| 269 ,   89||   0 ,    0||  65 ,   90||   0 ,    0||   0 ,    0||
1656 ,  539|| 345 ,  121||   0 ,    0||  42 ,   79||   0 ,    0||   0 ,    0||
1596 ,  520|| 394 ,  148||   0 ,    0||  27 ,   68||   0 ,    0||   0 ,    0||
1548 ,  505|| 403 ,  164||  22 ,    7||  17 ,   56||   0 ,    0||   0 ,    0||
1508 ,  494|| 405 ,  179||  39 ,   12||  11 ,   46||   0 ,    0||   0 ,    0||
1474 ,  486|| 401 ,  191||  52 ,   16||   7 ,   37||   0 ,    0||   0 ,    0||
1533 ,  518|| 324 ,  165||  49 ,   16||   4 ,   26||   0 ,    0||   0 ,    0||
1565 ,  537|| 216 ,  122|| 108 ,   38||   2 ,   18||   0 ,    0||   0 ,    0||
1579 ,  546|| 146 ,   87|| 147 ,   58||   1 ,   12||   0 ,    0||   0 ,    0||
1584 ,  548||  99 ,   61|| 170 ,   77||   1 ,    8||   0 ,    0||   0 ,    0||
1655 ,  578||  58 ,   36|| 124 ,   65||   1 ,    5||   0 ,    0||   0 ,    0||
1689 ,  590||  35 ,   21||  99 ,   57||   0 ,    3||   0 ,    0||   0 ,    0||
1703 ,  592||  21 ,   12||  87 ,   50||   0 ,    2||   0 ,    0||   0 ,    0||
1706 ,  588||  12 ,    7||  81 ,   45||   0 ,    1||   0 ,    0||   0 ,    0||
1776 ,  616||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  15 ,    8||
1767 ,  600||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  14 ,    9||
1757 ,  585||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  14 ,    9||
1748 ,  571||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  14 ,    9||
1738 ,  558||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  14 ,    9||
1729 ,  544||   0 ,    0||   0 ,    0||  17 ,    6||   0 ,    0||   0 ,    0||
1723 ,  528||   0 ,    0||   0 ,    0||  17 ,    6||   0 ,    0||   0 ,    0||
1718 ,  513||   0 ,    0||   0 ,    0||  17 ,    6||   0 ,    0||   0 ,    0||
1579 ,  459||   0 ,    0||   0 ,    0|| 134 ,   60||   0 ,    0||   0 ,    0||
1475 ,  421|| 126 ,   36||   0 ,    0||  86 ,   68||   0 ,    0||   0 ,    0||
1396 ,  395|| 217 ,   62||   0 ,    0||  55 ,   66||   0 ,    0||   0 ,    0||
1335 ,  377|| 280 ,   83||   0 ,    0||  35 ,   59||   0 ,    0||   0 ,    0||
1289 ,  363|| 323 ,  100||   0 ,    0||  23 ,   51||   0 ,    0||   0 ,    0||
1252 ,  352|| 333 ,  110||  18 ,    5||  14 ,   43||   0 ,    0||   0 ,    0||
1222 ,  344|| 338 ,  118||  32 ,    8||   9 ,   35||   0 ,    0||   0 ,    0||
1198 ,  337|| 339 ,  125||  43 ,   11||   6 ,   29||   0 ,    0||   0 ,    0||
1252 ,  358|| 277 ,  107||  40 ,   11||   3 ,   20||   0 ,    0||   0 ,    0||
1283 ,  369|| 188 ,   78||  89 ,   26||   2 ,   14||   0 ,    0||   0 ,    0||
1299 ,  373|| 128 ,   55|| 123 ,   39||   1 ,    9||   0 ,    0||   0 ,    0||
1307 ,  373||  88 ,   39|| 144 ,   51||   1 ,    6||   0 ,    0||   0 ,    0||
1371 ,  391||  52 ,   23|| 107 ,   42||   1 ,    4||   0 ,    0||   0 ,    0||
1405 ,  397||  31 ,   13||  87 ,   36||   0 ,    2||   0 ,    0||   0 ,    0||
1421 ,  397||  19 ,    8||  77 ,   32||   0 ,    1||   0 ,    0||   0 ,    0||
1427 ,  392||  11 ,    5||  72 ,   29||   0 ,    1||   0 ,    0||   0 ,    0||
1492 ,  409||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  13 ,    5||
1487 ,  397||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  12 ,    7||
1481 ,  387||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  12 ,    7||
1475 ,  378||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  12 ,    7||
1468 ,  369||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  12 ,    7||
1462 ,  360||   0 ,    0||   0 ,    0||  15 ,    4||   0 ,    0||   0 ,    0||
1459 ,  349||   0 ,    0||   0 ,    0||  14 ,    4||   0 ,    0||   0 ,    0||
1456 ,  338||   0 ,    0||   0 ,    0||  14 ,    4||   0 ,    0||   0 ,    0||
1340 ,  302||   0 ,    0||   0 ,    0|| 119 ,   38||   0 ,    0||   0 ,    0||
1254 ,  276|| 107 ,   23||   0 ,    0||  81 ,   43||   0 ,    0||   0 ,    0||
1189 ,  259|| 185 ,   40||   0 ,    0||  52 ,   46||   0 ,    0||   0 ,    0||
1140 ,  247|| 240 ,   54||   0 ,    0||  33 ,   44||   0 ,    0||   0 ,    0||
1102 ,  238|| 279 ,   65||   0 ,    0||  21 ,   39||   0 ,    0||   0 ,    0||
1072 ,  232|| 290 ,   70||  16 ,    3||  14 ,   33||   0 ,    0||   0 ,    0||
1049 ,  227|| 296 ,   75||  28 ,    6||   9 ,   28||   0 ,    0||   0 ,    0||
1030 ,  222|| 299 ,   79||  37 ,    7||   6 ,   22||   0 ,    0||   0 ,    0||
1080 ,  235|| 246 ,   67||  35 ,    7||   4 ,   16||   0 ,    0||   0 ,    0||
1109 ,  242|| 169 ,   48||  77 ,   17||   2 ,   11||   0 ,    0||   0 ,    0||
1127 ,  244|| 117 ,   34|| 108 ,   25||   1 ,    7||   0 ,    0||   0 ,    0||
1137 ,  244||  81 ,   24|| 128 ,   32||   1 ,    5||   0 ,    0||   0 ,    0||
1196 ,  255||  48 ,   14||  96 ,   27||   1 ,    3||   0 ,    0||   0 ,    0||
1228 ,  258||  29 ,    8||  79 ,   23||   0 ,    2||   0 ,    0||   0 ,    0||
1245 ,  257||  17 ,    5||  70 ,   20||   0 ,    1||   0 ,    0||   0 ,    0||
1253 ,  254||  10 ,    3||  65 ,   18||   0 ,    1||   0 ,    0||   0 ,    0||
1315 ,  264||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  12 ,    3||
1311 ,  256||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  12 ,    4||
1308 ,  249||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  11 ,    5||
1303 ,  243||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    5||
1299 ,  238||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    5||
1295 ,  233||   0 ,    0||   0 ,    0||  13 ,    2||   0 ,    0||   0 ,    0||
1293 ,  225||   0 ,    0||   0 ,    0||  13 ,    2||   0 ,    0||   0 ,    0||
1291 ,  218||   0 ,    0||   0 ,    0||  13 ,    2||   0 ,    0||   0 ,    0||
1189 ,  194||   0 ,    0||   0 ,    0|| 108 ,   24||   0 ,    0||   0 ,    0||
1114 ,  178||  95 ,   15||   0 ,    0||  79 ,   26||   0 ,    0||   0 ,    0||
1058 ,  166|| 164 ,   26||   0 ,    0||  54 ,   29||   0 ,    0||   0 ,    0||
1016 ,  158|| 215 ,   34||   0 ,    0||  37 ,   29||   0 ,    0||   0 ,    0||
 984 ,  153|| 251 ,   41||   0 ,    0||  25 ,   27||   0 ,    0||   0 ,    0||
 960 ,  149|| 262 ,   44||  14 ,    2||  17 ,   24||   0 ,    0||   0 ,    0||
 941 ,  146|| 269 ,   47||  25 ,    4||  12 ,   20||   0 ,    0||   0 ,    0||
 926 ,  143|| 273 ,   49||  33 ,    5||   8 ,   16||   0 ,    0||   0 ,    0||
 973 ,  151|| 226 ,   42||  32 ,    5||   5 ,   12||   0 ,    0||   0 ,    0||
1002 ,  156|| 156 ,   30||  70 ,   11||   3 ,    8||   0 ,    0||   0 ,    0||
1020 ,  157|| 108 ,   21||  98 ,   16||   2 ,    6||   0 ,    0||   0 ,    0||
1031 ,  156||  75 ,   15|| 118 ,   20||   2 ,    4||   0 ,    0||   0 ,    0||
1087 ,  163||  45 ,    9||  89 ,   17||   1 ,    2||   0 ,    0||   0 ,    0||
1118 ,  165||  27 ,    5||  74 ,   14||   1 ,    1||   0 ,    0||   0 ,    0||
1135 ,  164||  16 ,    3||  66 ,   12||   0 ,    1||   0 ,    0||   0 ,    0||
1144 ,  162||  10 ,    2||  61 ,   11||   0 ,    0||   0 ,    0||   0 ,    0||
1203 ,  168||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  11 ,    2||
1201 ,  163||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  11 ,    2||
1199 ,  158||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  11 ,    3||
1196 ,  154||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    3||
1193 ,  151||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    3||
1190 ,  148||   0 ,    0||   0 ,    0||  12 ,    1||   0 ,    0||   0 ,    0||
1189 ,  143||   0 ,    0||   0 ,    0||  12 ,    1||   0 ,    0||   0 ,    0||
1188 ,  138||   0 ,    0||   0 ,    0||  12 ,    1||   0 ,    0||   0 ,    0||
1095 ,  123||   0 ,    0||   0 ,    0|| 101 ,   15||   0 ,    0||   0 ,    0||
1027 ,  112||  87 ,   10||   0 ,    0||  77 ,   16||   0 ,    0||   0 ,    0||
 977 ,  105|| 152 ,   16||   0 ,    0||  56 ,   17||   0 ,    0||   0 ,    0||
 940 ,  100|| 199 ,   22||   0 ,    0||  41 ,   18||   0 ,    0||   0 ,    0||
 912 ,   96|| 233 ,   26||   0 ,    0||  29 ,   17||   0 ,    0||   0 ,    0||
 891 ,   93|| 244 ,   28||  13 ,    1||  21 ,   15||   0 ,    0||   0 ,    0||
 875 ,   91|| 252 ,   29||  23 ,    2||  16 ,   13||   0 ,    0||   0 ,    0||
 862 ,   90|| 256 ,   30||  31 ,    3||  12 ,   11||   0 ,    0||   0 ,    0||
 908 ,   95|| 213 ,   26||  30 ,    3||   8 ,    8||   0 ,    0||   0 ,    0||
 938 ,   98|| 148 ,   18||  66 ,    7||   5 ,    6||   0 ,    0||   0 ,    0||
 956 ,   99|| 103 ,   13||  92 ,   10||   3 ,    4||   0 ,    0||   0 ,    0||
 967 ,   98||  72 ,    9|| 111 ,   13||   2 ,    3||   0 ,    0||   0 ,    0||
1021 ,  102||  43 ,    5||  85 ,   10||   1 ,    2||   0 ,    0||   0 ,    0||
1052 ,  104||  26 ,    3||  70 ,    9||   1 ,    1||   0 ,    0||   0 ,    0||
1069 ,  103||  15 ,    2||  63 ,    8||   0 ,    1||   0 ,    0||   0 ,    0||
1078 ,  101||   9 ,    1||  58 ,    7||   0 ,    0||   0 ,    0||   0 ,    0||
1135 ,  105||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  11 ,    1||
1133 ,  102||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  11 ,    2||
1132 ,   99||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  11 ,    2||
1131 ,   96||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    2||
1129 ,   94||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    2||
1127 ,   92||   0 ,    0||   0 ,    0||  11 ,    1||   0 ,    0||   0 ,    0||
1127 ,   89||   0 ,    0||   0 ,    0||  11 ,    1||   0 ,    0||   0 ,    0||
1126 ,   86||   0 ,    0||   0 ,    0||  11 ,    1||   0 ,    0||   0 ,    0||
1038 ,   77||   0 ,    0||   0 ,    0||  97 ,    9||   0 ,    0||   0 ,    0||
 974 ,   70||  83 ,    6||   0 ,    0||  75 ,   10||   0 ,    0||   0 ,    0||
 927 ,   65|| 144 ,   10||   0 ,    0||  57 ,   11||   0 ,    0||   0 ,    0||
 893 ,   62|| 189 ,   13||   0 ,    0||  43 ,   11||   0 ,    0||   0 ,    0||
 867 ,   59|| 222 ,   16||   0 ,    0||  32 ,   10||   0 ,    0||   0 ,    0||
 848 ,   58|| 233 ,   17||  13 ,    1||  24 ,    9||   0 ,    0||   0 ,    0||
 834 ,   57|| 241 ,   18||  22 ,    1||  18 ,    8||   0 ,    0||   0 ,    0||
 824 ,   56|| 246 ,   19||  30 ,    2||  14 ,    7||   0 ,    0||   0 ,    0||
 869 ,   59|| 205 ,   16||  28 ,    2||   9 ,    5||   0 ,    0||   0 ,    0||
 898 ,   61|| 143 ,   11||  63 ,    4||   6 ,    4||   0 ,    0||   0 ,    0||
 917 ,   61|| 100 ,    8||  89 ,    6||   4 ,    3||   0 ,    0||   0 ,    0||
 928 ,   61||  70 ,    5|| 107 ,    8||   3 ,    2||   0 ,    0||   0 ,    0||
 981 ,   63||  42 ,    3||  82 ,    6||   2 ,    1||   0 ,    0||   0 ,    0||
1011 ,   64||  25 ,    2||  68 ,    5||   1 ,    1||   0 ,    0||   0 ,    0||
1029 ,   64||  15 ,    1||  61 ,    5||   1 ,    0||   0 ,    0||   0 ,    0||
1038 ,   63||   9 ,    1||  57 ,    4||   0 ,    0||   0 ,    0||   0 ,    0||
1094 ,   65||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    1||
1093 ,   63||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  11 ,    1||
1092 ,   61||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    1||
1091 ,   59||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    1||
1090 ,   58||   0 ,    0||   0 ,    0||   0 ,    0||   0 ,    0||  10 ,    1||
1089 ,   57||   0 ,    0||   0 ,    0||  11 ,    1||   0 ,    0||   0 ,    0||
1089 ,   55||   0 ,    0||   0 ,    0||  11 ,    1||   0 ,    0||   0 ,    0||
1088 ,   53||   0 ,    0||   0 ,    0||  11 ,    1||   0 ,    0||   0 ,    0||
1003 ,   47||   0 ,    0||   0 ,    0||  95 ,    6||   0 ,    0||   0 ,    0||
 941 ,   43||  80 ,    4||   0 ,    0||  74 ,    6||   0 ,    0||   0 ,    0||
 897 ,   40|| 139 ,    6||   0 ,    0||  57 ,    6||   0 ,    0||   0 ,    0||
 864 ,   38|| 183 ,    8||   0 ,    0||  44 ,    6||   0 ,    0||   0 ,    0||
 840 ,   37|| 215 ,   10||   0 ,    0||  34 ,    6||   0 ,    0||   0 ,    0||
 823 ,   35|| 226 ,   10||  12 ,    0||  26 ,    6||   0 ,    0||   0 ,    0||
 810 ,   35|| 234 ,   11||  22 ,    1||  20 ,    5||   0 ,    0||   0 ,    0||
 800 ,   34|| 240 ,   11||  29 ,    1||  16 ,    4||   0 ,    0||   0 ,    0||
